snum,wins,victories,rounds
#562,76,6,"['#846', '#562', '#562', '#846', '#846', '#562', '#562', '#262', '#262', '#262', '#35', '#35', '#562', '#35', '#562', '#949', '#562', '#949', '#949', '#949', '#747', '#747', '#562', '#562', '#562', '#164', '#562', '#164', '#164', '#562', '#36', '#36', '#36', '#562', '#36', '#876', '#876', '#562', '#562', '#876', '#476', '#562', '#476', '#476', '#562', '#759', '#759', '#562', '#759', '#759', '#747', '#747', '#747', '#562', '#562', '#562', '#839', '#839', '#839', '#562', '#476', '#562', '#562', '#476', '#562', '#815', '#815', '#815', '#562', '#815', '#562', '#229', '#229', '#229', '#562', '#562', '#738', '#562', '#738', '#738', '#473', '#473', '#473', '#562', '#473', '#126', '#562', '#126', '#126', '#562', '#602', '#562', '#562', '#602', '#602', '#562', '#370', '#370', '#562', '#370', '#182', '#182', '#562', '#182', '#182', '#556', '#556', '#556', '#556', '#556', '#562', '#306', '#306', '#562', '#306', '#359', '#359', '#359', '#359', '#562', '#382', '#382', '#382', '#382', '#382', '#125', '#125', '#562', '#562', '#125', '#562', '#477', '#477', '#562', '#562', '#562', '#904', '#904', '#904', '#904', '#165', '#165', '#165', '#165', '#562', '#562', '#562', '#497', '#497', '#497', '#562', '#775', '#775', '#775', '#775', '#562', '#237', '#562', '#237', '#562', '#562', '#731', '#731', '#562', '#731', '#438', '#438', '#438', '#562', '#438', '#765', '#765', '#562', '#562', '#765', '#562', '#502', '#562', '#562', '#502', '#703', '#703', '#703', '#562', '#703', '#5', '#5', '#562', '#5', '#562', '#57', '#57', '#562', '#57', '#57', '#277', '#277', '#277', '#562', '#277', '#562', '#562', '#562', '#629', '#629', '#40', '#562', '#40', '#40', '#40', '#924', '#924', '#924', '#924', '#924', '#562', '#553', '#562', '#553', '#553', '#562', '#635', '#635', '#635', '#562', '#130', '#130', '#130', '#130', '#562']"
#325,72,11,"['#325', '#325', '#325', '#325', '#522', '#325', '#431', '#325', '#325', '#431', '#905', '#905', '#905', '#325', '#905', '#203', '#203', '#203', '#325', '#325', '#966', '#966', '#966', '#325', '#966', '#601', '#601', '#601', '#325', '#601', '#325', '#325', '#809', '#809', '#809', '#255', '#325', '#325', '#325', '#255', '#325', '#373', '#373', '#373', '#325', '#325', '#462', '#325', '#325', '#325', '#366', '#366', '#325', '#325', '#366', '#325', '#325', '#429', '#429', '#325', '#325', '#325', '#973', '#325', '#973', '#325', '#325', '#325', '#325', '#24', '#421', '#421', '#325', '#421', '#325', '#325', '#144', '#325', '#325', '#144', '#759', '#759', '#759', '#759', '#759', '#183', '#183', '#183', '#183', '#183', '#274', '#274', '#325', '#325', '#274', '#118', '#118', '#118', '#325', '#325', '#325', '#837', '#325', '#837', '#325', '#925', '#925', '#925', '#925', '#325', '#325', '#325', '#811', '#325', '#325', '#325', '#325', '#325', '#325', '#325', '#325', '#60', '#60', '#60', '#60', '#110', '#110', '#325', '#325', '#110', '#746', '#325', '#746', '#746', '#746', '#957', '#957', '#325', '#957', '#957', '#202', '#202', '#325', '#202', '#202', '#976', '#325', '#976', '#976', '#976', '#382', '#325', '#382', '#382', '#382', '#101', '#101', '#101', '#101', '#325', '#438', '#438', '#325', '#438', '#438', '#808', '#325', '#808', '#808', '#808', '#648', '#648', '#648', '#325', '#648', '#831', '#831', '#325', '#325', '#831', '#325', '#657', '#657', '#657', '#657', '#268', '#268', '#268', '#268', '#268']"
#522,90,17,"['#325', '#325', '#325', '#325', '#522', '#522', '#297', '#297', '#297', '#522', '#811', '#522', '#811', '#522', '#522', '#735', '#735', '#522', '#735', '#735', '#522', '#810', '#810', '#810', '#522', '#762', '#522', '#762', '#522', '#522', '#522', '#522', '#30', '#522', '#522', '#522', '#406', '#522', '#522', '#522', '#511', '#511', '#511', '#522', '#522', '#736', '#736', '#736', '#736', '#522', '#152', '#522', '#152', '#152', '#522', '#967', '#522', '#967', '#522', '#967', '#485', '#522', '#522', '#522', '#522', '#884', '#522', '#522', '#884', '#522', '#314', '#522', '#314', '#314', '#522', '#818', '#818', '#818', '#818', '#522', '#522', '#107', '#522', '#107', '#522', '#522', '#522', '#560', '#560', '#522', '#522', '#5', '#522', '#522', '#522', '#522', '#2', '#522', '#2', '#522', '#473', '#473', '#473', '#473', '#522', '#522', '#296', '#296', '#296', '#522', '#338', '#522', '#522', '#522', '#522', '#504', '#504', '#522', '#522', '#522', '#522', '#912', '#912', '#912', '#522', '#891', '#522', '#891', '#891', '#522', '#183', '#522', '#522', '#522', '#183', '#913', '#913', '#913', '#913', '#522', '#522', '#176', '#522', '#176', '#176', '#522', '#875', '#522', '#522', '#875', '#415', '#522', '#522', '#522', '#522', '#430', '#430', '#430', '#522', '#522', '#386', '#386', '#386', '#386', '#522', '#1', '#522', '#1', '#1', '#522', '#522', '#664', '#522', '#664', '#522', '#80', '#80', '#80', '#522', '#522', '#522', '#149', '#149', '#522', '#522']"
#962,142,32,"['#962', '#578', '#578', '#578', '#962', '#962', '#224', '#224', '#962', '#962', '#962', '#280', '#962', '#962', '#962', '#194', '#962', '#962', '#194', '#194', '#962', '#962', '#962', '#962', '#962', '#389', '#962', '#962', '#389', '#389', '#962', '#962', '#962', '#264', '#962', '#962', '#962', '#962', '#45', '#45', '#962', '#301', '#962', '#301', '#962', '#962', '#27', '#27', '#27', '#962', '#962', '#962', '#962', '#962', '#157', '#962', '#962', '#962', '#896', '#962', '#962', '#420', '#962', '#420', '#962', '#962', '#962', '#962', '#962', '#962', '#882', '#962', '#962', '#882', '#882', '#900', '#962', '#900', '#900', '#962', '#962', '#962', '#962', '#962', '#661', '#962', '#962', '#962', '#962', '#962', '#962', '#962', '#205', '#962', '#962', '#962', '#962', '#962', '#962', '#962', '#962', '#962', '#113', '#113', '#962', '#559', '#962', '#559', '#962', '#559', '#962', '#594', '#594', '#962', '#962', '#226', '#226', '#962', '#962', '#962', '#543', '#543', '#962', '#543', '#962', '#218', '#962', '#962', '#218', '#218', '#199', '#962', '#962', '#962', '#962', '#962', '#962', '#962', '#978', '#962', '#962', '#962', '#962', '#962', '#962', '#962', '#962', '#322', '#962', '#322', '#900', '#900', '#900', '#900', '#900', '#962', '#461', '#962', '#962', '#461', '#164', '#164', '#962', '#164', '#164', '#962', '#962', '#203', '#203', '#962', '#962', '#211', '#962', '#962', '#211', '#962', '#962', '#962', '#597', '#962', '#284', '#284', '#284', '#962', '#962', '#456', '#456', '#962', '#962', '#962', '#962', '#962', '#962', '#962', '#220', '#962', '#962', '#962', '#173', '#962', '#682', '#962', '#962', '#682', '#962', '#171', '#962', '#962', '#171', '#962', '#78', '#962', '#962', '#962', '#962', '#825', '#962', '#962', '#825', '#825', '#962', '#856', '#962', '#962', '#962']"
#263,114,23,"['#499', '#263', '#263', '#499', '#263', '#263', '#939', '#939', '#939', '#263', '#25', '#263', '#263', '#263', '#263', '#13', '#263', '#263', '#263', '#13', '#263', '#263', '#263', '#263', '#263', '#263', '#828', '#263', '#828', '#828', '#263', '#803', '#263', '#263', '#803', '#263', '#263', '#263', '#263', '#263', '#263', '#513', '#263', '#513', '#263', '#618', '#263', '#263', '#618', '#618', '#288', '#263', '#263', '#288', '#263', '#263', '#263', '#263', '#263', '#329', '#263', '#433', '#433', '#433', '#263', '#296', '#263', '#263', '#296', '#296', '#614', '#263', '#263', '#263', '#263', '#268', '#263', '#268', '#268', '#268', '#263', '#802', '#263', '#802', '#263', '#263', '#513', '#263', '#263', '#513', '#263', '#263', '#133', '#133', '#263', '#433', '#263', '#263', '#263', '#263', '#252', '#263', '#252', '#252', '#252', '#122', '#263', '#263', '#263', '#263', '#263', '#49', '#263', '#263', '#263', '#624', '#263', '#263', '#263', '#624', '#263', '#419', '#263', '#263', '#419', '#776', '#263', '#263', '#776', '#263', '#263', '#495', '#263', '#495', '#495', '#263', '#420', '#263', '#420', '#263', '#163', '#163', '#263', '#163', '#163', '#263', '#263', '#578', '#578', '#578', '#997', '#263', '#263', '#997', '#997', '#263', '#263', '#820', '#820', '#820', '#263', '#263', '#263', '#104', '#263', '#263', '#661', '#263', '#661', '#661', '#263', '#263', '#683', '#683', '#263', '#658', '#658', '#263', '#658', '#263', '#263', '#994', '#994', '#994', '#263', '#285', '#285', '#285', '#263', '#263', '#367', '#263', '#367', '#367', '#367', '#842', '#842', '#263', '#842', '#263', '#263', '#263', '#898', '#898', '#898', '#263', '#450', '#263', '#450', '#263']"
#737,87,17,"['#737', '#737', '#737', '#737', '#319', '#737', '#737', '#96', '#96', '#737', '#763', '#763', '#737', '#737', '#737', '#667', '#737', '#667', '#737', '#737', '#710', '#737', '#737', '#737', '#710', '#399', '#399', '#399', '#399', '#737', '#737', '#737', '#272', '#272', '#737', '#148', '#737', '#148', '#148', '#737', '#392', '#737', '#737', '#737', '#737', '#737', '#737', '#737', '#243', '#243', '#484', '#484', '#737', '#737', '#737', '#737', '#737', '#951', '#737', '#951', '#426', '#426', '#426', '#426', '#426', '#737', '#644', '#644', '#644', '#644', '#919', '#737', '#919', '#737', '#919', '#737', '#737', '#737', '#737', '#737', '#125', '#125', '#125', '#125', '#737', '#989', '#989', '#989', '#737', '#989', '#699', '#699', '#737', '#699', '#699', '#379', '#737', '#379', '#379', '#379', '#830', '#737', '#737', '#830', '#830', '#475', '#475', '#475', '#475', '#475', '#737', '#767', '#737', '#737', '#767', '#852', '#737', '#852', '#852', '#852', '#318', '#318', '#737', '#737', '#318', '#737', '#484', '#737', '#737', '#484', '#737', '#678', '#678', '#737', '#678', '#426', '#426', '#737', '#426', '#737', '#740', '#737', '#737', '#737', '#737', '#737', '#883', '#883', '#737', '#883', '#20', '#20', '#20', '#20', '#737', '#458', '#458', '#737', '#737', '#458', '#737', '#14', '#737', '#737', '#14', '#655', '#655', '#655', '#655', '#655', '#577', '#577', '#577', '#577', '#737', '#737', '#459', '#737', '#459', '#737', '#639', '#639', '#639', '#639', '#639', '#852', '#852', '#852', '#852', '#737', '#404', '#737', '#737', '#404', '#404', '#737', '#737', '#11', '#737', '#11', '#737', '#668', '#737', '#668', '#668', '#454', '#454', '#454', '#454', '#737']"
#319,118,25,"['#737', '#737', '#737', '#737', '#319', '#319', '#441', '#441', '#441', '#319', '#319', '#319', '#319', '#849', '#319', '#581', '#581', '#581', '#581', '#319', '#319', '#319', '#695', '#695', '#319', '#747', '#747', '#747', '#747', '#319', '#319', '#88', '#88', '#88', '#319', '#328', '#319', '#328', '#328', '#319', '#319', '#319', '#319', '#329', '#319', '#639', '#319', '#639', '#639', '#319', '#59', '#319', '#59', '#319', '#319', '#274', '#274', '#274', '#319', '#319', '#969', '#319', '#319', '#319', '#969', '#319', '#771', '#319', '#319', '#319', '#759', '#759', '#759', '#759', '#319', '#319', '#970', '#970', '#319', '#319', '#319', '#319', '#415', '#415', '#319', '#319', '#375', '#375', '#319', '#319', '#319', '#319', '#319', '#319', '#319', '#424', '#424', '#424', '#424', '#319', '#319', '#319', '#319', '#319', '#319', '#378', '#319', '#378', '#378', '#319', '#520', '#319', '#319', '#520', '#319', '#972', '#319', '#972', '#972', '#319', '#864', '#319', '#319', '#319', '#319', '#207', '#319', '#319', '#319', '#319', '#319', '#319', '#842', '#319', '#319', '#319', '#319', '#841', '#841', '#319', '#184', '#319', '#184', '#319', '#319', '#319', '#319', '#971', '#319', '#319', '#319', '#319', '#84', '#319', '#319', '#319', '#319', '#975', '#975', '#319', '#319', '#319', '#33', '#33', '#319', '#319', '#183', '#319', '#183', '#319', '#32', '#32', '#319', '#32', '#319', '#319', '#319', '#688', '#688', '#688', '#126', '#126', '#126', '#126', '#319', '#193', '#193', '#319', '#193', '#319', '#957', '#957', '#957', '#319', '#319', '#319', '#319', '#319', '#713', '#319', '#319', '#319', '#55', '#319', '#319', '#319', '#789', '#319', '#319', '#319']"
#553,131,31,"['#553', '#553', '#553', '#553', '#378', '#726', '#726', '#726', '#726', '#553', '#930', '#553', '#553', '#553', '#553', '#553', '#553', '#553', '#553', '#553', '#185', '#553', '#553', '#185', '#185', '#193', '#553', '#553', '#553', '#193', '#553', '#553', '#553', '#354', '#354', '#553', '#553', '#124', '#124', '#553', '#553', '#553', '#553', '#749', '#553', '#972', '#553', '#972', '#553', '#553', '#553', '#480', '#553', '#553', '#553', '#54', '#553', '#553', '#54', '#553', '#952', '#553', '#952', '#553', '#952', '#993', '#553', '#553', '#993', '#553', '#143', '#553', '#553', '#143', '#143', '#553', '#553', '#553', '#630', '#553', '#977', '#553', '#553', '#977', '#977', '#553', '#553', '#541', '#541', '#553', '#926', '#553', '#553', '#553', '#553', '#553', '#553', '#553', '#553', '#553', '#840', '#553', '#840', '#840', '#840', '#553', '#553', '#553', '#553', '#553', '#985', '#553', '#985', '#985', '#985', '#553', '#553', '#553', '#553', '#553', '#676', '#553', '#553', '#676', '#676', '#286', '#553', '#553', '#286', '#553', '#553', '#553', '#553', '#368', '#368', '#179', '#553', '#553', '#553', '#553', '#553', '#553', '#553', '#8', '#8', '#553', '#553', '#916', '#553', '#553', '#553', '#553', '#553', '#553', '#882', '#553', '#553', '#553', '#414', '#553', '#553', '#702', '#553', '#553', '#553', '#553', '#790', '#553', '#790', '#553', '#294', '#553', '#294', '#294', '#294', '#553', '#553', '#553', '#553', '#553', '#553', '#553', '#553', '#851', '#553', '#553', '#553', '#553', '#553', '#553', '#562', '#553', '#562', '#553', '#553', '#553', '#553', '#553', '#278', '#278']"
#657,104,21,"['#765', '#657', '#657', '#765', '#765', '#119', '#657', '#657', '#657', '#657', '#657', '#657', '#657', '#657', '#657', '#657', '#963', '#963', '#657', '#657', '#657', '#869', '#869', '#657', '#657', '#434', '#657', '#434', '#434', '#657', '#248', '#248', '#657', '#657', '#657', '#657', '#657', '#139', '#657', '#657', '#303', '#303', '#303', '#657', '#303', '#983', '#983', '#983', '#983', '#657', '#657', '#323', '#657', '#323', '#657', '#304', '#304', '#304', '#657', '#657', '#657', '#971', '#971', '#657', '#657', '#856', '#856', '#856', '#657', '#657', '#320', '#657', '#657', '#320', '#657', '#657', '#883', '#883', '#657', '#657', '#810', '#810', '#657', '#810', '#657', '#563', '#563', '#563', '#657', '#657', '#657', '#657', '#657', '#489', '#657', '#657', '#100', '#657', '#100', '#657', '#657', '#229', '#657', '#229', '#657', '#354', '#657', '#657', '#354', '#354', '#131', '#131', '#131', '#131', '#657', '#390', '#657', '#657', '#657', '#657', '#469', '#469', '#469', '#469', '#657', '#657', '#657', '#969', '#969', '#657', '#985', '#985', '#985', '#657', '#657', '#100', '#100', '#100', '#100', '#657', '#657', '#657', '#523', '#523', '#657', '#657', '#657', '#657', '#953', '#657', '#489', '#489', '#489', '#489', '#657', '#843', '#657', '#657', '#843', '#657', '#450', '#450', '#657', '#450', '#657', '#657', '#213', '#213', '#213', '#657', '#733', '#733', '#733', '#657', '#657', '#657', '#884', '#657', '#657', '#657', '#54', '#54', '#54', '#54', '#657', '#170', '#657', '#170', '#170', '#657', '#325', '#657', '#657', '#657', '#657', '#657', '#653', '#653', '#657', '#657', '#519', '#519', '#519', '#519', '#657']"
#46,74,11,"['#46', '#46', '#46', '#46', '#46', '#688', '#46', '#688', '#46', '#688', '#280', '#46', '#280', '#46', '#280', '#46', '#46', '#46', '#46', '#961', '#766', '#766', '#766', '#46', '#766', '#46', '#46', '#46', '#46', '#361', '#46', '#745', '#745', '#745', '#46', '#515', '#515', '#515', '#46', '#46', '#46', '#272', '#272', '#272', '#46', '#46', '#525', '#525', '#525', '#525', '#912', '#46', '#912', '#912', '#912', '#46', '#46', '#655', '#655', '#46', '#208', '#46', '#46', '#208', '#208', '#537', '#537', '#537', '#537', '#46', '#219', '#219', '#46', '#46', '#219', '#701', '#701', '#701', '#701', '#701', '#100', '#46', '#100', '#100', '#46', '#428', '#428', '#46', '#428', '#46', '#46', '#245', '#46', '#46', '#245', '#46', '#617', '#46', '#46', '#46', '#363', '#363', '#46', '#46', '#363', '#46', '#661', '#661', '#46', '#661', '#46', '#46', '#46', '#810', '#46', '#668', '#668', '#46', '#668', '#668', '#46', '#46', '#550', '#46', '#550', '#46', '#46', '#988', '#46', '#988', '#852', '#852', '#852', '#852', '#852', '#164', '#164', '#164', '#46', '#46', '#908', '#46', '#908', '#908', '#908', '#535', '#535', '#46', '#535', '#46', '#572', '#572', '#46', '#572', '#572', '#46', '#372', '#46', '#46', '#46', '#307', '#307', '#46', '#46', '#46', '#840', '#840', '#840', '#840', '#46']"
#758,72,11,"['#46', '#46', '#46', '#46', '#46', '#361', '#361', '#361', '#758', '#361', '#758', '#747', '#758', '#758', '#747', '#494', '#494', '#494', '#758', '#494', '#618', '#618', '#758', '#758', '#618', '#758', '#401', '#758', '#401', '#401', '#171', '#758', '#171', '#758', '#171', '#839', '#839', '#839', '#839', '#758', '#585', '#758', '#585', '#758', '#585', '#758', '#702', '#758', '#758', '#702', '#362', '#362', '#758', '#362', '#362', '#69', '#758', '#758', '#758', '#69', '#240', '#240', '#758', '#758', '#240', '#171', '#758', '#758', '#171', '#171', '#561', '#561', '#561', '#561', '#561', '#369', '#369', '#369', '#369', '#369', '#95', '#758', '#95', '#95', '#95', '#163', '#163', '#163', '#758', '#163', '#758', '#491', '#491', '#758', '#491', '#442', '#442', '#442', '#758', '#758', '#758', '#399', '#758', '#399', '#758', '#348', '#758', '#348', '#758', '#348', '#387', '#758', '#387', '#387', '#387', '#758', '#994', '#994', '#994', '#994', '#271', '#271', '#271', '#758', '#271', '#643', '#758', '#758', '#758', '#643', '#64', '#64', '#64', '#758', '#64', '#899', '#899', '#899', '#899', '#899', '#758', '#758', '#580', '#758', '#758', '#58', '#58', '#58', '#58', '#58', '#758', '#126', '#126', '#758', '#758', '#371', '#371', '#371', '#371', '#371', '#758', '#758', '#758', '#758', '#758', '#792', '#792', '#792', '#758', '#792', '#329', '#758', '#758', '#329', '#329', '#722', '#722', '#722', '#722', '#722', '#758', '#758', '#44', '#44', '#44', '#758', '#154', '#758', '#154', '#758', '#758', '#758', '#842', '#842', '#758', '#3', '#3', '#3', '#758', '#3', '#743', '#758', '#758', '#743', '#743', '#758', '#758', '#758', '#757', '#757']"
