snum,wins,victories,rounds
#180,19,4,"['#180', '#565', '#565', '#565', '#565', '#904', '#904', '#180', '#180', '#904', '#180', '#636', '#180', '#180', '#180', '#991', '#180', '#180', '#180', '#991', '#180', '#180', '#180', '#180', '#775', '#180', '#180', '#914', '#180', '#180', '#180', '#528', '#528', '#528', '#528']"
#565,26,5,"['#180', '#565', '#565', '#565', '#565', '#565', '#835', '#835', '#835', '#835', '#565', '#165', '#165', '#165', '#565', '#565', '#565', '#544', '#565', '#565', '#843', '#565', '#565', '#843', '#565', '#592', '#565', '#565', '#565', '#565', '#475', '#565', '#565', '#475', '#475', '#825', '#825', '#565', '#825', '#565', '#565', '#565', '#708', '#565', '#565', '#964', '#964', '#964', '#964', '#964']"
#146,29,6,"['#146', '#146', '#431', '#146', '#146', '#146', '#146', '#146', '#847', '#146', '#16', '#146', '#16', '#146', '#16', '#146', '#146', '#506', '#506', '#146', '#146', '#146', '#499', '#499', '#499', '#146', '#146', '#103', '#103', '#146', '#608', '#146', '#146', '#146', '#146', '#146', '#186', '#186', '#146', '#186', '#146', '#146', '#765', '#146', '#765', '#376', '#146', '#146', '#376', '#376']"
#431,37,9,"['#146', '#146', '#431', '#146', '#146', '#431', '#431', '#431', '#431', '#431', '#431', '#431', '#940', '#940', '#940', '#431', '#431', '#431', '#431', '#972', '#431', '#922', '#431', '#922', '#431', '#431', '#431', '#431', '#431', '#618', '#662', '#431', '#431', '#662', '#662', '#431', '#46', '#431', '#431', '#46', '#952', '#431', '#952', '#431', '#431', '#422', '#431', '#431', '#422', '#431', '#431', '#431', '#431', '#431', '#267', '#431', '#344', '#431', '#344', '#431']"
#729,43,9,"['#729', '#659', '#729', '#659', '#729', '#965', '#729', '#965', '#729', '#965', '#729', '#729', '#946', '#729', '#729', '#729', '#729', '#729', '#729', '#184', '#451', '#729', '#451', '#451', '#729', '#100', '#729', '#729', '#729', '#729', '#212', '#729', '#212', '#729', '#729', '#537', '#729', '#729', '#537', '#537', '#729', '#729', '#995', '#995', '#995', '#729', '#255', '#255', '#729', '#729', '#422', '#729', '#422', '#422', '#729', '#729', '#729', '#729', '#423', '#729', '#729', '#729', '#729', '#729', '#729', '#487', '#729', '#729', '#487', '#729']"
#169,41,11,"['#169', '#169', '#867', '#169', '#867', '#169', '#169', '#169', '#324', '#324', '#410', '#169', '#169', '#169', '#410', '#232', '#169', '#232', '#232', '#232', '#509', '#169', '#169', '#509', '#169', '#169', '#169', '#169', '#169', '#169', '#238', '#169', '#169', '#169', '#238', '#169', '#169', '#169', '#169', '#205', '#169', '#169', '#480', '#480', '#480', '#481', '#169', '#169', '#481', '#169', '#169', '#169', '#169', '#142', '#142', '#394', '#394', '#169', '#169', '#169', '#169', '#169', '#169', '#55', '#55', '#298', '#169', '#169', '#298', '#298']"
#867,15,2,"['#169', '#169', '#867', '#169', '#867', '#156', '#156', '#156', '#156', '#156', '#338', '#867', '#867', '#338', '#338', '#867', '#477', '#477', '#867', '#867', '#484', '#867', '#867', '#867', '#867', '#867', '#377', '#867', '#377', '#377', '#800', '#867', '#800', '#800', '#800', '#852', '#852', '#867', '#852', '#852']"
#271,34,8,"['#242', '#242', '#271', '#271', '#271', '#453', '#271', '#271', '#453', '#453', '#271', '#752', '#271', '#752', '#271', '#236', '#236', '#236', '#271', '#236', '#271', '#271', '#271', '#296', '#296', '#132', '#271', '#271', '#271', '#271', '#271', '#271', '#271', '#271', '#271', '#109', '#271', '#271', '#271', '#109', '#271', '#271', '#845', '#271', '#271', '#271', '#271', '#109', '#109', '#109', '#271', '#271', '#271', '#260', '#271']"
#790,10,1,"['#790', '#790', '#172', '#172', '#172', '#11', '#790', '#11', '#11', '#11', '#841', '#790', '#790', '#841', '#841', '#790', '#790', '#365', '#365', '#365', '#790', '#790', '#899', '#790', '#899']"
#204,16,3,"['#204', '#755', '#755', '#755', '#755', '#97', '#97', '#204', '#204', '#204', '#835', '#204', '#835', '#835', '#204', '#204', '#204', '#711', '#204', '#711', '#903', '#903', '#204', '#903', '#903', '#780', '#780', '#780', '#204', '#204', '#779', '#204', '#204', '#204', '#204']"
#848,14,1,"['#459', '#848', '#459', '#848', '#459', '#208', '#848', '#208', '#208', '#208', '#995', '#848', '#995', '#995', '#995', '#666', '#666', '#666', '#848', '#666', '#848', '#277', '#277', '#848', '#277', '#351', '#351', '#848', '#351', '#848', '#848', '#848', '#678', '#678', '#678', '#848', '#714', '#714', '#848', '#848']"
#459,23,4,"['#459', '#848', '#459', '#848', '#459', '#459', '#459', '#452', '#452', '#452', '#415', '#459', '#459', '#459', '#415', '#838', '#459', '#838', '#838', '#459', '#21', '#21', '#459', '#459', '#21', '#342', '#459', '#459', '#459', '#342', '#973', '#973', '#973', '#973', '#973', '#459', '#643', '#643', '#643', '#459', '#459', '#459', '#459', '#333', '#459', '#989', '#989', '#459', '#459', '#989']"
#135,13,1,"['#159', '#159', '#159', '#135', '#135', '#137', '#137', '#137', '#135', '#137', '#628', '#135', '#628', '#135', '#628', '#135', '#135', '#135', '#676', '#676', '#135', '#703', '#703', '#703', '#703', '#135', '#135', '#108', '#108', '#108', '#135', '#130', '#130', '#130', '#135']"
#394,22,5,"['#394', '#394', '#664', '#394', '#394', '#831', '#831', '#831', '#394', '#831', '#394', '#394', '#593', '#593', '#593', '#394', '#444', '#444', '#394', '#394', '#394', '#366', '#366', '#394', '#394', '#394', '#978', '#394', '#978', '#394', '#154', '#154', '#154', '#154', '#394', '#394', '#394', '#169', '#169', '#169', '#939', '#939', '#394', '#394', '#394']"
#343,26,3,"['#33', '#343', '#343', '#33', '#33', '#647', '#647', '#647', '#343', '#647', '#343', '#343', '#981', '#981', '#343', '#883', '#883', '#883', '#883', '#883', '#647', '#647', '#343', '#647', '#647', '#428', '#428', '#343', '#343', '#428', '#804', '#804', '#343', '#804', '#343', '#343', '#343', '#343', '#743', '#743', '#467', '#343', '#343', '#467', '#467', '#937', '#343', '#937', '#937', '#937', '#343', '#402', '#402', '#402', '#343', '#343', '#343', '#999', '#999', '#999', '#546', '#343', '#343', '#546', '#343', '#56', '#56', '#343', '#343', '#56']"
#326,32,8,"['#326', '#308', '#326', '#326', '#326', '#326', '#326', '#880', '#326', '#326', '#326', '#326', '#173', '#326', '#173', '#377', '#326', '#326', '#377', '#326', '#326', '#514', '#326', '#326', '#326', '#326', '#249', '#326', '#326', '#326', '#326', '#428', '#326', '#326', '#326', '#326', '#326', '#451', '#326', '#326', '#326', '#610', '#610', '#610', '#326']"
#308,24,5,"['#326', '#308', '#326', '#326', '#326', '#308', '#451', '#451', '#451', '#451', '#308', '#308', '#296', '#296', '#308', '#308', '#308', '#244', '#244', '#244', '#192', '#192', '#308', '#192', '#192', '#610', '#308', '#308', '#610', '#308', '#591', '#308', '#308', '#591', '#308', '#906', '#308', '#906', '#906', '#906', '#308', '#407', '#308', '#308', '#308', '#308', '#308', '#308', '#308', '#784', '#522', '#308', '#522', '#522', '#522']"
#400,18,4,"['#400', '#649', '#400', '#400', '#649', '#913', '#913', '#400', '#913', '#400', '#400', '#400', '#400', '#400', '#328', '#400', '#473', '#400', '#400', '#400', '#400', '#400', '#400', '#400', '#400']"
#980,24,3,"['#558', '#558', '#980', '#558', '#558', '#980', '#980', '#980', '#15', '#980', '#980', '#858', '#980', '#858', '#858', '#207', '#207', '#980', '#207', '#207', '#909', '#909', '#980', '#909', '#909', '#843', '#980', '#980', '#843', '#843', '#52', '#980', '#980', '#52', '#52', '#148', '#148', '#980', '#980', '#980', '#315', '#315', '#980', '#980', '#315', '#980', '#980', '#980', '#980', '#203', '#953', '#953', '#953', '#980', '#980']"
#558,17,3,"['#558', '#558', '#980', '#558', '#558', '#588', '#588', '#588', '#558', '#588', '#393', '#393', '#558', '#393', '#393', '#558', '#558', '#277', '#558', '#558', '#558', '#558', '#810', '#810', '#810', '#544', '#544', '#558', '#544', '#544', '#558', '#558', '#110', '#558', '#558']"
#92,17,1,"['#577', '#577', '#577', '#577', '#92', '#474', '#474', '#92', '#474', '#92', '#847', '#847', '#847', '#92', '#92', '#592', '#92', '#592', '#92', '#92', '#925', '#925', '#925', '#925', '#92', '#630', '#630', '#92', '#92', '#630', '#92', '#334', '#334', '#92', '#334', '#92', '#634', '#92', '#634', '#634', '#206', '#206', '#206', '#92', '#92']"
#577,15,4,"['#577', '#577', '#577', '#577', '#92', '#577', '#995', '#577', '#995', '#577', '#397', '#577', '#397', '#577', '#397', '#577', '#755', '#755', '#577', '#577', '#577', '#577', '#15', '#577', '#15']"
#960,38,8,"['#463', '#960', '#960', '#960', '#960', '#927', '#927', '#960', '#927', '#927', '#725', '#725', '#960', '#725', '#960', '#960', '#327', '#960', '#327', '#960', '#960', '#698', '#698', '#960', '#960', '#960', '#469', '#469', '#469', '#960', '#960', '#960', '#239', '#239', '#960', '#960', '#14', '#14', '#14', '#14', '#768', '#960', '#960', '#768', '#768', '#960', '#899', '#960', '#899', '#960', '#960', '#960', '#960', '#960', '#200', '#435', '#435', '#960', '#435', '#960', '#295', '#960', '#960', '#295', '#960', '#960', '#960', '#960', '#960', '#960']"
#546,13,1,"['#546', '#546', '#940', '#940', '#940', '#957', '#957', '#546', '#957', '#546', '#546', '#618', '#546', '#618', '#618', '#546', '#640', '#640', '#640', '#640', '#546', '#328', '#328', '#328', '#328', '#376', '#376', '#546', '#546', '#546', '#546', '#343', '#343', '#546', '#343']"
#337,32,9,"['#117', '#117', '#337', '#117', '#117', '#337', '#484', '#337', '#337', '#484', '#298', '#337', '#337', '#337', '#298', '#7', '#7', '#337', '#337', '#337', '#640', '#640', '#337', '#337', '#640', '#934', '#934', '#337', '#337', '#337', '#337', '#846', '#337', '#337', '#846', '#337', '#850', '#337', '#850', '#337', '#427', '#337', '#337', '#337', '#337', '#337', '#651', '#337', '#337', '#651', '#337', '#324', '#337', '#337', '#337']"
#117,39,9,"['#117', '#117', '#337', '#117', '#117', '#117', '#117', '#457', '#117', '#117', '#117', '#117', '#774', '#117', '#117', '#117', '#117', '#117', '#117', '#117', '#995', '#995', '#117', '#995', '#117', '#117', '#117', '#353', '#117', '#117', '#117', '#117', '#905', '#117', '#117', '#117', '#117', '#117', '#117', '#807', '#117', '#117', '#473', '#117', '#117', '#117', '#117', '#117', '#832', '#117']"
#552,34,6,"['#552', '#140', '#140', '#552', '#552', '#7', '#7', '#7', '#552', '#552', '#552', '#289', '#289', '#289', '#552', '#552', '#154', '#154', '#552', '#552', '#252', '#552', '#252', '#252', '#552', '#552', '#552', '#19', '#552', '#552', '#552', '#574', '#552', '#574', '#552', '#956', '#956', '#956', '#956', '#552', '#588', '#588', '#588', '#588', '#552', '#432', '#552', '#432', '#552', '#552', '#552', '#552', '#552', '#552', '#950', '#374', '#552', '#374', '#374', '#552', '#826', '#826', '#552', '#826', '#552', '#852', '#552', '#852', '#852', '#552']"
#185,22,5,"['#768', '#768', '#768', '#185', '#768', '#309', '#309', '#309', '#309', '#309', '#69', '#185', '#69', '#185', '#69', '#185', '#669', '#669', '#185', '#185', '#185', '#309', '#185', '#185', '#309', '#59', '#185', '#185', '#59', '#185', '#185', '#228', '#185', '#228', '#228', '#185', '#185', '#556', '#185', '#556', '#475', '#475', '#185', '#475', '#475', '#642', '#185', '#642', '#185', '#185', '#932', '#932', '#932', '#932', '#932', '#208', '#208', '#208', '#208', '#185']"
#768,33,6,"['#768', '#768', '#768', '#185', '#768', '#768', '#900', '#900', '#768', '#900', '#298', '#768', '#298', '#298', '#768', '#768', '#63', '#63', '#63', '#768', '#768', '#960', '#960', '#768', '#768', '#768', '#768', '#385', '#385', '#768', '#768', '#328', '#328', '#328', '#768', '#299', '#768', '#299', '#768', '#768', '#768', '#768', '#838', '#838', '#768', '#703', '#768', '#703', '#703', '#768', '#452', '#768', '#452', '#768', '#452', '#866', '#768', '#866', '#866', '#768', '#407', '#768', '#407', '#768', '#768']"
#639,29,7,"['#115', '#639', '#639', '#639', '#115', '#639', '#639', '#330', '#639', '#330', '#492', '#492', '#639', '#639', '#639', '#160', '#160', '#160', '#639', '#160', '#639', '#304', '#304', '#639', '#304', '#639', '#639', '#639', '#639', '#232', '#675', '#675', '#675', '#675', '#675', '#639', '#386', '#386', '#639', '#386', '#405', '#639', '#405', '#405', '#405', '#501', '#639', '#639', '#501', '#639', '#639', '#639', '#730', '#639', '#639', '#46', '#639', '#46', '#639', '#639']"
#115,15,1,"['#115', '#639', '#639', '#639', '#115', '#115', '#437', '#437', '#437', '#437', '#115', '#115', '#752', '#752', '#752', '#954', '#115', '#954', '#954', '#954', '#705', '#705', '#705', '#115', '#115', '#767', '#767', '#767', '#115', '#115', '#275', '#275', '#275', '#275', '#275', '#700', '#700', '#700', '#115', '#700', '#126', '#126', '#126', '#126', '#126', '#647', '#647', '#647', '#647', '#647', '#115', '#115', '#115', '#551', '#551', '#743', '#743', '#743', '#743', '#743', '#902', '#902', '#902', '#902', '#115']"
#229,26,6,"['#104', '#229', '#104', '#229', '#229', '#735', '#229', '#229', '#735', '#229', '#927', '#927', '#927', '#927', '#229', '#229', '#229', '#229', '#229', '#229', '#131', '#131', '#131', '#131', '#229', '#229', '#818', '#229', '#229', '#818', '#229', '#229', '#229', '#229', '#229', '#229', '#229', '#229', '#229', '#229']"
#27,27,6,"['#347', '#27', '#27', '#27', '#27', '#569', '#569', '#569', '#569', '#27', '#928', '#928', '#928', '#27', '#928', '#27', '#494', '#494', '#27', '#27', '#27', '#27', '#547', '#547', '#27', '#329', '#329', '#329', '#329', '#329', '#464', '#464', '#464', '#464', '#464', '#636', '#27', '#636', '#636', '#636', '#518', '#27', '#27', '#518', '#27', '#878', '#27', '#878', '#878', '#878', '#27', '#27', '#649', '#649', '#27', '#817', '#27', '#817', '#27', '#817', '#876', '#27', '#27', '#876', '#876', '#27', '#27', '#171', '#27', '#171']"
#347,12,3,"['#347', '#27', '#27', '#27', '#27', '#914', '#347', '#347', '#914', '#347', '#347', '#439', '#347', '#439', '#347', '#347', '#398', '#347', '#347', '#398', '#802', '#802', '#347', '#347', '#802']"
#339,50,14,"['#755', '#339', '#339', '#339', '#339', '#339', '#568', '#568', '#339', '#339', '#339', '#751', '#339', '#339', '#751', '#339', '#661', '#339', '#339', '#661', '#339', '#218', '#339', '#339', '#339', '#339', '#339', '#339', '#339', '#817', '#296', '#339', '#339', '#339', '#296', '#339', '#602', '#339', '#339', '#339', '#339', '#474', '#339', '#339', '#339', '#339', '#665', '#339', '#339', '#339', '#339', '#425', '#339', '#339', '#425', '#888', '#888', '#339', '#339', '#339', '#339', '#339', '#339', '#339', '#963', '#339', '#339', '#339', '#339', '#950']"
#305,22,3,"['#305', '#305', '#253', '#253', '#305', '#305', '#673', '#673', '#305', '#673', '#215', '#215', '#215', '#215', '#215', '#305', '#398', '#398', '#305', '#398', '#305', '#305', '#305', '#719', '#305', '#305', '#178', '#305', '#305', '#305', '#889', '#889', '#305', '#889', '#889', '#319', '#319', '#305', '#305', '#319', '#999', '#305', '#999', '#999', '#305', '#784', '#784', '#305', '#784', '#305']"
#584,34,8,"['#584', '#584', '#584', '#584', '#584', '#584', '#409', '#584', '#584', '#409', '#584', '#584', '#150', '#584', '#584', '#82', '#82', '#584', '#584', '#82', '#584', '#77', '#584', '#77', '#584', '#584', '#584', '#899', '#584', '#899', '#584', '#584', '#584', '#584', '#584', '#584', '#584', '#584', '#584', '#830', '#584', '#524', '#584', '#584', '#584', '#177', '#584', '#177', '#177', '#177']"
#287,23,3,"['#55', '#55', '#55', '#287', '#55', '#287', '#287', '#491', '#287', '#491', '#273', '#287', '#273', '#287', '#273', '#287', '#915', '#915', '#915', '#287', '#522', '#287', '#522', '#287', '#522', '#922', '#287', '#922', '#922', '#922', '#243', '#287', '#243', '#243', '#243', '#722', '#722', '#287', '#722', '#722', '#287', '#406', '#287', '#406', '#406', '#287', '#287', '#118', '#118', '#287', '#742', '#287', '#742', '#742', '#742', '#287', '#287', '#287', '#538', '#287']"
#55,40,10,"['#55', '#55', '#55', '#287', '#55', '#55', '#55', '#55', '#55', '#55', '#55', '#361', '#55', '#361', '#55', '#4', '#55', '#4', '#55', '#55', '#55', '#55', '#557', '#55', '#557', '#551', '#55', '#55', '#55', '#551', '#55', '#55', '#55', '#451', '#55', '#55', '#55', '#783', '#783', '#55', '#169', '#169', '#169', '#55', '#55', '#875', '#55', '#875', '#55', '#875', '#747', '#55', '#55', '#55', '#55', '#55', '#55', '#55', '#55', '#255']"
#200,25,5,"['#801', '#200', '#801', '#200', '#801', '#954', '#954', '#954', '#954', '#200', '#883', '#883', '#200', '#200', '#200', '#200', '#200', '#200', '#471', '#200', '#164', '#164', '#200', '#200', '#200', '#960', '#960', '#960', '#960', '#200', '#36', '#200', '#200', '#36', '#36', '#277', '#200', '#200', '#277', '#200', '#829', '#829', '#829', '#829', '#829', '#39', '#200', '#39', '#39', '#39', '#33', '#200', '#33', '#33', '#200', '#200', '#200', '#357', '#200', '#357']"
#801,42,10,"['#801', '#200', '#801', '#200', '#801', '#801', '#377', '#801', '#801', '#801', '#801', '#801', '#801', '#801', '#801', '#801', '#885', '#801', '#885', '#801', '#801', '#801', '#384', '#801', '#801', '#801', '#665', '#801', '#665', '#801', '#801', '#105', '#105', '#105', '#801', '#801', '#181', '#181', '#801', '#801', '#801', '#263', '#801', '#801', '#801', '#267', '#267', '#801', '#801', '#267', '#801', '#801', '#801', '#865', '#801', '#849', '#849', '#801', '#849', '#801', '#801', '#504', '#801', '#504', '#801']"
#178,49,13,"['#264', '#178', '#178', '#264', '#178', '#178', '#178', '#492', '#492', '#178', '#178', '#178', '#178', '#178', '#609', '#997', '#178', '#997', '#997', '#178', '#178', '#178', '#178', '#259', '#259', '#696', '#178', '#178', '#178', '#178', '#518', '#178', '#178', '#518', '#178', '#305', '#178', '#305', '#305', '#305', '#178', '#178', '#715', '#715', '#178', '#588', '#178', '#588', '#178', '#178', '#178', '#178', '#608', '#178', '#608', '#178', '#178', '#167', '#167', '#178', '#178', '#178', '#178', '#178', '#178', '#439', '#178', '#439', '#178', '#439', '#885', '#178', '#178', '#178', '#178', '#178', '#178', '#61', '#61', '#178']"
#673,43,8,"['#892', '#892', '#673', '#673', '#892', '#834', '#834', '#834', '#834', '#834', '#279', '#673', '#673', '#279', '#673', '#673', '#272', '#673', '#673', '#272', '#673', '#582', '#582', '#673', '#582', '#305', '#673', '#673', '#305', '#673', '#673', '#242', '#673', '#242', '#673', '#673', '#679', '#673', '#679', '#679', '#673', '#673', '#641', '#673', '#641', '#9', '#673', '#9', '#673', '#9', '#673', '#81', '#673', '#81', '#673', '#673', '#673', '#688', '#688', '#673', '#673', '#10', '#673', '#10', '#10', '#673', '#218', '#218', '#218', '#673', '#673', '#673', '#587', '#673', '#673', '#221', '#221', '#221', '#673', '#673', '#673', '#815', '#815', '#815', '#673', '#931', '#673', '#931', '#673', '#931']"
